SKU,Region,Rate,Version,MeterSubCategory
M208s v2,EU North,26528.2,v2,MSv2 Series Windows
M208s v2,US West 2,23270.94,v2,MSv2 Series Windows
M416ms v2,AP Southeast,108061.9,v2,MSv2 Series Windows
M416ms v2,EU North,100827.6,v2,MSv2 Series Windows
M416ms v2,US West 2,86351.70000000001,v2,MSv2 Series Windows
M416ms v2,US East 2,86351.70000000001,v2,MSv2 Series Windows
M416ms v2,EU West,108061.9,v2,MSv2 Series Windows
M416ms v2,US East,86351.70000000001,v2,MSv2 Series Windows
M416s v2,AP Southeast,61020.700000000004,v2,MSv2 Series Windows
M416s v2,US East,50162.67999999999,v2,MSv2 Series Windows
M416s v2,US West 2,50162.67999999999,v2,MSv2 Series Windows
M416s v2,EU North,57401.36,v2,MSv2 Series Windows
M416s v2,EU West,61020.700000000004,v2,MSv2 Series Windows
M416s v2,US East 2,50162.67999999999,v2,MSv2 Series Windows
NC12s v2,AP Southeast,5226.07,v2,NCSv2 Series Windows
NC12s v2,US West 2,3639.7799999999997,v2,NCSv2 Series Windows
NC12s v2,EU West,4657.4,v2,NCSv2 Series Windows
NC12s v2,US East,3639.7799999999997,v2,NCSv2 Series Windows
NC24rs v2,EU West,10247.74,v2,NCSv2 Series Windows
NC24rs v2,US West 2,8008.83,v2,NCSv2 Series Windows
NC24rs v2,AP Southeast,11499.69,v2,NCSv2 Series Windows
NC24rs v2,US East,8008.83,v2,NCSv2 Series Windows
NC24s v2,EU West,9314.07,v2,NCSv2 Series Windows
NC24s v2,US West 2,7279.5599999999995,v2,NCSv2 Series Windows
NC24s v2,AP Southeast,10452.14,v2,NCSv2 Series Windows
NC24s v2,US East,7279.5599999999995,v2,NCSv2 Series Windows
NC6s v2,US West 2,1819.8899999999999,v2,NCSv2 Series Windows
NC6s v2,AP Southeast,2612.67,v2,NCSv2 Series Windows
NC6s v2,EU West,2328.7,v2,NCSv2 Series Windows
NC6s v2,US East,1819.8899999999999,v2,NCSv2 Series Windows
ND40rs v2,US West 2,17426.56,v2,NDrSv2 Series Windows
ND40rs v2,EU West,21437.18,v2,NDrSv2 Series Windows
ND40rs v2,US East,17426.56,v2,NDrSv2 Series Windows
ND40s v2,AP Southeast,17728.780000000002,v2,NDSv2 Series Windows
ND40s v2,EU West,13833.5,v2,NDSv2 Series Windows
ND40s v2,US East,9606.8,v2,NDSv2 Series Windows
ND40s v2,AP East,21991.25,v2,NDSv2 Series Windows
NV12s v2,US West,1321.3,v2,NVSv2 Series Windows
NV6s v2,US West,660.65,v2,NVSv2 Series Windows
D16 v3,AP East,1308.16,v3,Dv3/DSv3 Series Windows
D16 v3,US East 2,1097.92,v3,Dv3/DSv3 Series Windows
D16 v3,US West 2,1097.92,v3,Dv3/DSv3 Series Windows
D16 v3,US East,1097.92,v3,Dv3/DSv3 Series Windows
D16 v3,EU North,1162.16,v3,Dv3/DSv3 Series Windows
D16 v3,US West,1220.56,v3,Dv3/DSv3 Series Windows
D16 v3,EU West,1238.08,v3,Dv3/DSv3 Series Windows
D16 v3,AP Southeast,1267.28,v3,Dv3/DSv3 Series Windows
D16s v3,AP East,1308.16,v3,Dv3/DSv3 Series Windows
D16s v3,US East 2,1097.92,v3,Dv3/DSv3 Series Windows
D16s v3,US West 2,1097.92,v3,Dv3/DSv3 Series Windows
D16s v3,US East,1097.92,v3,Dv3/DSv3 Series Windows
D16s v3,EU North,1162.16,v3,Dv3/DSv3 Series Windows
D16s v3,US West,1220.56,v3,Dv3/DSv3 Series Windows
D16s v3,EU West,1238.08,v3,Dv3/DSv3 Series Windows
D16s v3,AP Southeast,1267.28,v3,Dv3/DSv3 Series Windows
D2 v3,AP East,163.52,v3,Dv3/DSv3 Series Windows
D2 v3,US East 2,137.24,v3,Dv3/DSv3 Series Windows
D2 v3,US West 2,137.24,v3,Dv3/DSv3 Series Windows
D2 v3,EU North,145.27,v3,Dv3/DSv3 Series Windows
D2 v3,US East,137.24,v3,Dv3/DSv3 Series Windows
D2 v3,US West,152.57,v3,Dv3/DSv3 Series Windows
D2 v3,AP Southeast,158.41,v3,Dv3/DSv3 Series Windows
D2 v3,EU West,154.76,v3,Dv3/DSv3 Series Windows
D2s v3,AP East,163.52,v3,Dv3/DSv3 Series Windows
D2s v3,US East 2,137.24,v3,Dv3/DSv3 Series Windows
D2s v3,US West 2,137.24,v3,Dv3/DSv3 Series Windows
D2s v3,EU North,145.27,v3,Dv3/DSv3 Series Windows
D2s v3,US East,137.24,v3,Dv3/DSv3 Series Windows
D2s v3,US West,152.57,v3,Dv3/DSv3 Series Windows
D2s v3,AP Southeast,158.41,v3,Dv3/DSv3 Series Windows
D2s v3,EU West,154.76,v3,Dv3/DSv3 Series Windows
D32 v3,AP East,2616.32,v3,Dv3/DSv3 Series Windows
D32 v3,US East 2,2195.84,v3,Dv3/DSv3 Series Windows
D32 v3,EU North,2324.32,v3,Dv3/DSv3 Series Windows
D32 v3,US West 2,2195.84,v3,Dv3/DSv3 Series Windows
D32 v3,US East,2195.84,v3,Dv3/DSv3 Series Windows
D32 v3,US West,2441.12,v3,Dv3/DSv3 Series Windows
D32 v3,AP Southeast,2534.56,v3,Dv3/DSv3 Series Windows
D32 v3,EU West,2476.16,v3,Dv3/DSv3 Series Windows
D32s v3,AP East,2616.32,v3,Dv3/DSv3 Series Windows
D32s v3,US East 2,2195.84,v3,Dv3/DSv3 Series Windows
D32s v3,EU North,2324.32,v3,Dv3/DSv3 Series Windows
D32s v3,US West 2,2195.84,v3,Dv3/DSv3 Series Windows
D32s v3,US East,2195.84,v3,Dv3/DSv3 Series Windows
D32s v3,US West,2441.12,v3,Dv3/DSv3 Series Windows
D32s v3,AP Southeast,2534.56,v3,Dv3/DSv3 Series Windows
D32s v3,EU West,2476.16,v3,Dv3/DSv3 Series Windows
D4 v3,AP East,327.04,v3,Dv3/DSv3 Series Windows
D4 v3,US East 2,274.48,v3,Dv3/DSv3 Series Windows
D4 v3,US West 2,274.48,v3,Dv3/DSv3 Series Windows
D4 v3,US East,274.48,v3,Dv3/DSv3 Series Windows
D4 v3,EU North,290.54,v3,Dv3/DSv3 Series Windows
D4 v3,US West,305.14,v3,Dv3/DSv3 Series Windows
D4 v3,EU West,309.52,v3,Dv3/DSv3 Series Windows
D4 v3,AP Southeast,316.82,v3,Dv3/DSv3 Series Windows
D48 v3,AP East,3924.48,v3,Dv3/DSv3 Series Windows
D48 v3,US East,3293.7599999999998,v3,Dv3/DSv3 Series Windows
D48 v3,US East 2,3293.7599999999998,v3,Dv3/DSv3 Series Windows
D48 v3,EU West,3714.2400000000002,v3,Dv3/DSv3 Series Windows
D48 v3,US West,3661.68,v3,Dv3/DSv3 Series Windows
D48 v3,EU North,3486.48,v3,Dv3/DSv3 Series Windows
D48 v3,US West 2,3293.7599999999998,v3,Dv3/DSv3 Series Windows
D48 v3,AP Southeast,3801.84,v3,Dv3/DSv3 Series Windows
D48s v3,AP East,3924.48,v3,Dv3/DSv3 Series Windows
D48s v3,US East,3293.7599999999998,v3,Dv3/DSv3 Series Windows
D48s v3,US East 2,3293.7599999999998,v3,Dv3/DSv3 Series Windows
D48s v3,EU West,3714.2400000000002,v3,Dv3/DSv3 Series Windows
D48s v3,US West,3661.68,v3,Dv3/DSv3 Series Windows
D48s v3,EU North,3486.48,v3,Dv3/DSv3 Series Windows
D48s v3,US West 2,3293.7599999999998,v3,Dv3/DSv3 Series Windows
D48s v3,AP Southeast,3801.84,v3,Dv3/DSv3 Series Windows
D4s v3,AP East,327.04,v3,Dv3/DSv3 Series Windows
D4s v3,US East 2,274.48,v3,Dv3/DSv3 Series Windows
D4s v3,US West 2,274.48,v3,Dv3/DSv3 Series Windows
D4s v3,US East,274.48,v3,Dv3/DSv3 Series Windows
D4s v3,EU North,290.54,v3,Dv3/DSv3 Series Windows
D4s v3,US West,305.14,v3,Dv3/DSv3 Series Windows
D4s v3,EU West,309.52,v3,Dv3/DSv3 Series Windows
D4s v3,AP Southeast,316.82,v3,Dv3/DSv3 Series Windows
D64 v3,AP East,5232.64,v3,Dv3/DSv3 Series Windows
D64 v3,US East 2,4391.68,v3,Dv3/DSv3 Series Windows
D64 v3,US East,4391.68,v3,Dv3/DSv3 Series Windows
D64 v3,EU North,4648.64,v3,Dv3/DSv3 Series Windows
D64 v3,US West 2,4391.68,v3,Dv3/DSv3 Series Windows
D64 v3,US West,4882.24,v3,Dv3/DSv3 Series Windows
D64 v3,EU West,4952.32,v3,Dv3/DSv3 Series Windows
D64 v3,AP Southeast,5069.12,v3,Dv3/DSv3 Series Windows
D64s v3,AP East,5232.64,v3,Dv3/DSv3 Series Windows
D64s v3,US East 2,4391.68,v3,Dv3/DSv3 Series Windows
D64s v3,US East,4391.68,v3,Dv3/DSv3 Series Windows
D64s v3,EU North,4648.64,v3,Dv3/DSv3 Series Windows
D64s v3,US West 2,4391.68,v3,Dv3/DSv3 Series Windows
D64s v3,US West,4882.24,v3,Dv3/DSv3 Series Windows
D64s v3,EU West,4952.32,v3,Dv3/DSv3 Series Windows
D64s v3,AP Southeast,5069.12,v3,Dv3/DSv3 Series Windows
D8 v3,AP East,654.08,v3,Dv3/DSv3 Series Windows
D8 v3,US East 2,548.96,v3,Dv3/DSv3 Series Windows
D8 v3,US East,548.96,v3,Dv3/DSv3 Series Windows
D8 v3,EU North,581.08,v3,Dv3/DSv3 Series Windows
D8 v3,US West 2,548.96,v3,Dv3/DSv3 Series Windows
D8 v3,US West,610.28,v3,Dv3/DSv3 Series Windows
D8 v3,AP Southeast,633.64,v3,Dv3/DSv3 Series Windows
D8 v3,EU West,619.04,v3,Dv3/DSv3 Series Windows
D8s v3,AP East,654.08,v3,Dv3/DSv3 Series Windows
D8s v3,US East 2,548.96,v3,Dv3/DSv3 Series Windows
D8s v3,US East,548.96,v3,Dv3/DSv3 Series Windows
D8s v3,EU North,581.08,v3,Dv3/DSv3 Series Windows
D8s v3,US West 2,548.96,v3,Dv3/DSv3 Series Windows
D8s v3,US West,610.28,v3,Dv3/DSv3 Series Windows
D8s v3,AP Southeast,633.64,v3,Dv3/DSv3 Series Windows
D8s v3,EU West,619.04,v3,Dv3/DSv3 Series Windows
E16 v3,AP East,1512.56,v3,Ev3/ESv3 Series Windows
E16 v3,US West,1354.88,v3,Ev3/ESv3 Series Windows
E16 v3,US East,1273.12,v3,Ev3/ESv3 Series Windows
E16 v3,US West 2,1273.12,v3,Ev3/ESv3 Series Windows
E16 v3,EU North,1360.72,v3,Ev3/ESv3 Series Windows
E16 v3,US East 2,1314,v3,Ev3/ESv3 Series Windows
E16 v3,AP Southeast,1471.68,v3,Ev3/ESv3 Series Windows
E16 v3,EU West,1471.68,v3,Ev3/ESv3 Series Windows
E16s v3,AP East,1512.56,v3,Ev3/ESv3 Series Windows
E16s v3,US West,1354.88,v3,Ev3/ESv3 Series Windows
E16s v3,US East,1273.12,v3,Ev3/ESv3 Series Windows
E16s v3,US West 2,1273.12,v3,Ev3/ESv3 Series Windows
E16s v3,EU North,1360.72,v3,Ev3/ESv3 Series Windows
E16s v3,US East 2,1314,v3,Ev3/ESv3 Series Windows
E16s v3,AP Southeast,1471.68,v3,Ev3/ESv3 Series Windows
E16s v3,EU West,1471.68,v3,Ev3/ESv3 Series Windows
E2 v3,AP East,189.07,v3,Ev3/ESv3 Series Windows
E2 v3,US East,159.14,v3,Ev3/ESv3 Series Windows
E2 v3,EU North,170.09,v3,Ev3/ESv3 Series Windows
E2 v3,US West 2,159.14,v3,Ev3/ESv3 Series Windows
E2 v3,US East 2,164.25,v3,Ev3/ESv3 Series Windows
E2 v3,AP Southeast,183.96,v3,Ev3/ESv3 Series Windows
E2 v3,EU West,183.96,v3,Ev3/ESv3 Series Windows
E2 v3,US West,175.2,v3,Ev3/ESv3 Series Windows
E20 v3,AP East,1890.6999999999998,v3,Ev3/ESv3 Series Windows
E20 v3,EU North,1700.9,v3,Ev3/ESv3 Series Windows
E20 v3,US West 2,1591.4,v3,Ev3/ESv3 Series Windows
E20 v3,US East,1591.4,v3,Ev3/ESv3 Series Windows
E20 v3,AP Southeast,1839.6,v3,Ev3/ESv3 Series Windows
E20 v3,US West,1752,v3,Ev3/ESv3 Series Windows
E20 v3,EU West,1839.6,v3,Ev3/ESv3 Series Windows
E20 v3,US East 2,1810.4,v3,Ev3/ESv3 Series Windows
E20s v3,AP East,1890.6999999999998,v3,Ev3/ESv3 Series Windows
E20s v3,EU North,1700.9,v3,Ev3/ESv3 Series Windows
E20s v3,US West 2,1591.4,v3,Ev3/ESv3 Series Windows
E20s v3,US East,1591.4,v3,Ev3/ESv3 Series Windows
E20s v3,AP Southeast,1839.6,v3,Ev3/ESv3 Series Windows
E20s v3,US West,1752,v3,Ev3/ESv3 Series Windows
E20s v3,EU West,1839.6,v3,Ev3/ESv3 Series Windows
E20s v3,US East 2,1810.4,v3,Ev3/ESv3 Series Windows
E2s v3,AP East,189.07,v3,Ev3/ESv3 Series Windows
E2s v3,US East,159.14,v3,Ev3/ESv3 Series Windows
E2s v3,EU North,170.09,v3,Ev3/ESv3 Series Windows
E2s v3,US West 2,159.14,v3,Ev3/ESv3 Series Windows
E2s v3,US East 2,164.25,v3,Ev3/ESv3 Series Windows
E2s v3,AP Southeast,183.96,v3,Ev3/ESv3 Series Windows
E2s v3,EU West,183.96,v3,Ev3/ESv3 Series Windows
E2s v3,US West,175.2,v3,Ev3/ESv3 Series Windows
E32 v3,AP East,3025.12,v3,Ev3/ESv3 Series Windows
E32 v3,US West,2709.76,v3,Ev3/ESv3 Series Windows
E32 v3,EU North,2721.44,v3,Ev3/ESv3 Series Windows
E32 v3,US East,2546.24,v3,Ev3/ESv3 Series Windows
E32 v3,US West 2,2546.24,v3,Ev3/ESv3 Series Windows
E32 v3,US East 2,2628,v3,Ev3/ESv3 Series Windows
E32 v3,AP Southeast,2943.36,v3,Ev3/ESv3 Series Windows
E32 v3,EU West,2943.36,v3,Ev3/ESv3 Series Windows
E32s v3,AP East,3025.12,v3,Ev3/ESv3 Series Windows
E32s v3,US West,2709.76,v3,Ev3/ESv3 Series Windows
E32s v3,EU North,2721.44,v3,Ev3/ESv3 Series Windows
E32s v3,US East,2546.24,v3,Ev3/ESv3 Series Windows
E32s v3,US West 2,2546.24,v3,Ev3/ESv3 Series Windows
E32s v3,US East 2,2628,v3,Ev3/ESv3 Series Windows
E32s v3,AP Southeast,2943.36,v3,Ev3/ESv3 Series Windows
E32s v3,EU West,2943.36,v3,Ev3/ESv3 Series Windows
E4 v3,AP East,378.14,v3,Ev3/ESv3 Series Windows
E4 v3,EU North,340.18,v3,Ev3/ESv3 Series Windows
E4 v3,US West 2,318.28,v3,Ev3/ESv3 Series Windows
E4 v3,US East,318.28,v3,Ev3/ESv3 Series Windows
E4 v3,US East 2,328.5,v3,Ev3/ESv3 Series Windows
E4 v3,AP Southeast,367.92,v3,Ev3/ESv3 Series Windows
E4 v3,EU West,367.92,v3,Ev3/ESv3 Series Windows
E4 v3,US West,350.4,v3,Ev3/ESv3 Series Windows
E48 v3,AP East,4537.68,v3,Ev3/ESv3 Series Windows
E48 v3,EU West,4274.150000000001,v3,Ev3/ESv3 Series Windows
E48 v3,AP Southeast,4415.04,v3,Ev3/ESv3 Series Windows
E48 v3,EU North,4082.16,v3,Ev3/ESv3 Series Windows
E48 v3,US East,3819.36,v3,Ev3/ESv3 Series Windows
E48 v3,US West 2,3819.36,v3,Ev3/ESv3 Series Windows
E48 v3,US West,4064.64,v3,Ev3/ESv3 Series Windows
E48 v3,US East 2,3819.36,v3,Ev3/ESv3 Series Windows
E48s v3,AP East,4537.68,v3,Ev3/ESv3 Series Windows
E48s v3,EU West,4274.150000000001,v3,Ev3/ESv3 Series Windows
E48s v3,AP Southeast,4415.04,v3,Ev3/ESv3 Series Windows
E48s v3,EU North,4082.16,v3,Ev3/ESv3 Series Windows
E48s v3,US East,3819.36,v3,Ev3/ESv3 Series Windows
E48s v3,US West 2,3819.36,v3,Ev3/ESv3 Series Windows
E48s v3,US West,4064.64,v3,Ev3/ESv3 Series Windows
E48s v3,US East 2,3819.36,v3,Ev3/ESv3 Series Windows
E4s v3,AP East,378.14,v3,Ev3/ESv3 Series Windows
E4s v3,EU North,340.18,v3,Ev3/ESv3 Series Windows
E4s v3,US West 2,318.28,v3,Ev3/ESv3 Series Windows
E4s v3,US East,318.28,v3,Ev3/ESv3 Series Windows
E4s v3,US East 2,328.5,v3,Ev3/ESv3 Series Windows
E4s v3,AP Southeast,367.92,v3,Ev3/ESv3 Series Windows
E4s v3,EU West,367.92,v3,Ev3/ESv3 Series Windows
E4s v3,US West,350.4,v3,Ev3/ESv3 Series Windows
E64 v3,AP East,5660.42,v3,Ev3/ESv3 Series Windows
E64 v3,US West,5092.48,v3,Ev3/ESv3 Series Windows
E64 v3,US West 2,4798.29,v3,Ev3/ESv3 Series Windows
E64 v3,EU West,5343.6,v3,Ev3/ESv3 Series Windows
E64 v3,US East,4798.29,v3,Ev3/ESv3 Series Windows
E64 v3,US East 2,4798.29,v3,Ev3/ESv3 Series Windows
E64 v3,EU North,5113.65,v3,Ev3/ESv3 Series Windows
E64 v3,AP Southeast,5513.69,v3,Ev3/ESv3 Series Windows
E64i v3,AP East,5660.42,v3,Ev3/ESv3 Series Windows
E64i v3,EU North,5113.65,v3,Ev3/ESv3 Series Windows
E64i v3,US West 2,4798.29,v3,Ev3/ESv3 Series Windows
E64i v3,US West,5092.48,v3,Ev3/ESv3 Series Windows
E64i v3,US East 2,4798.29,v3,Ev3/ESv3 Series Windows
E64i v3,AP Southeast,5513.69,v3,Ev3/ESv3 Series Windows
E64i v3,EU West,5343.6,v3,Ev3/ESv3 Series Windows
E64i v3,US East,4798.29,v3,Ev3/ESv3 Series Windows
E64is v3,AP East,5660.42,v3,Ev3/ESv3 Series Windows
E64is v3,EU North,5113.65,v3,Ev3/ESv3 Series Windows
E64is v3,US West 2,4798.29,v3,Ev3/ESv3 Series Windows
E64is v3,US West,5092.48,v3,Ev3/ESv3 Series Windows
E64is v3,US East 2,4798.29,v3,Ev3/ESv3 Series Windows
E64is v3,AP Southeast,5513.69,v3,Ev3/ESv3 Series Windows
E64is v3,EU West,5343.6,v3,Ev3/ESv3 Series Windows
E64is v3,US East,4798.29,v3,Ev3/ESv3 Series Windows
E64s v3,AP East,5660.42,v3,Ev3/ESv3 Series Windows
E64s v3,US West,5092.48,v3,Ev3/ESv3 Series Windows
E64s v3,US West 2,4798.29,v3,Ev3/ESv3 Series Windows
E64s v3,EU West,5343.6,v3,Ev3/ESv3 Series Windows
E64s v3,US East,4798.29,v3,Ev3/ESv3 Series Windows
E64s v3,US East 2,4798.29,v3,Ev3/ESv3 Series Windows
E64s v3,EU North,5113.65,v3,Ev3/ESv3 Series Windows
E64s v3,AP Southeast,5513.69,v3,Ev3/ESv3 Series Windows
E8 v3,AP East,756.28,v3,Ev3/ESv3 Series Windows
E8 v3,US West,677.44,v3,Ev3/ESv3 Series Windows
E8 v3,EU North,680.36,v3,Ev3/ESv3 Series Windows
E8 v3,US East,636.56,v3,Ev3/ESv3 Series Windows
E8 v3,US West 2,636.56,v3,Ev3/ESv3 Series Windows
E8 v3,US East 2,657,v3,Ev3/ESv3 Series Windows
E8 v3,AP Southeast,735.84,v3,Ev3/ESv3 Series Windows
E8 v3,EU West,735.84,v3,Ev3/ESv3 Series Windows
E8s v3,AP East,756.28,v3,Ev3/ESv3 Series Windows
E8s v3,US West,677.44,v3,Ev3/ESv3 Series Windows
E8s v3,EU North,680.36,v3,Ev3/ESv3 Series Windows
E8s v3,US East,636.56,v3,Ev3/ESv3 Series Windows
E8s v3,US West 2,636.56,v3,Ev3/ESv3 Series Windows
E8s v3,US East 2,657,v3,Ev3/ESv3 Series Windows
E8s v3,AP Southeast,735.84,v3,Ev3/ESv3 Series Windows
E8s v3,EU West,735.84,v3,Ev3/ESv3 Series Windows
NC12s v3,US West 2,4877.568,v3,NCSv3 Series Windows
NC12s v3,AP Southeast,6584.599999999999,v3,NCSv3 Series Windows
NC12s v3,EU West,5984.54,v3,NCSv3 Series Windows
NC12s v3,US East 2,4877.568,v3,NCSv3 Series Windows
NC12s v3,US East,5004.88,v3,NCSv3 Series Windows
NC24rs v3,US West 2,10648.655999999999,v3,NCSv3 Series Windows
NC24rs v3,EU West,13166.28,v3,NCSv3 Series Windows
NC24rs v3,AP Southeast,14486.12,v3,NCSv3 Series Windows
NC24rs v3,US East 2,10648.655999999999,v3,NCSv3 Series Windows
NC24rs v3,US East,11010.59,v3,NCSv3 Series Windows
NC24s v3,US West 2,9755.136,v3,NCSv3 Series Windows
NC24s v3,AP Southeast,13169.199999999999,v3,NCSv3 Series Windows
NC24s v3,EU West,11969.08,v3,NCSv3 Series Windows
NC24s v3,US East 2,9755.136,v3,NCSv3 Series Windows
NC24s v3,US East,10009.76,v3,NCSv3 Series Windows
NC6s v3,US West 2,2438.784,v3,NCSv3 Series Windows
NC6s v3,EU West,2992.27,v3,NCSv3 Series Windows
NC6s v3,AP Southeast,3292.2999999999997,v3,NCSv3 Series Windows
NC6s v3,US East 2,2438.784,v3,NCSv3 Series Windows
NC6s v3,US East,2502.44,v3,NCSv3 Series Windows
NV12s v3,US West 2,1235.1599999999999,v3,NVSv3 Series Windows
NV12s v3,AP Southeast,1563.6599999999999,v3,NVSv3 Series Windows
NV12s v3,US East,1235.1599999999999,v3,NVSv3 Series Windows
NV12s v3,US West,1235.1599999999999,v3,NVSv3 Series Windows
NV12s v3,EU North,1286.26,v3,NVSv3 Series Windows
NV12s v3,EU West,1443.94,v3,NVSv3 Series Windows
NV24s v3,US West 2,2470.3199999999997,v3,NVSv3 Series Windows
NV24s v3,AP Southeast,3127.3199999999997,v3,NVSv3 Series Windows
NV24s v3,EU North,2572.52,v3,NVSv3 Series Windows
NV24s v3,US West,2470.3199999999997,v3,NVSv3 Series Windows
NV24s v3,US East,2470.3199999999997,v3,NVSv3 Series Windows
NV24s v3,EU West,2886.42,v3,NVSv3 Series Windows
NV48s v3,US West 2,4940.639999999999,v3,NVSv3 Series Windows
NV48s v3,AP Southeast,6254.639999999999,v3,NVSv3 Series Windows
NV48s v3,EU North,5143.58,v3,NVSv3 Series Windows
NV48s v3,US East,4940.639999999999,v3,NVSv3 Series Windows
NV48s v3,US West,4940.639999999999,v3,NVSv3 Series Windows
NV48s v3,EU West,5772.84,v3,NVSv3 Series Windows
D16a v4,US East,1097.92,v4,Dav4/Dasv4 Series Windows
D16a v4,EU West,1208.8799999999999,v4,Dav4/Dasv4 Series Windows
D16a v4,US West 2,1097.92,v4,Dav4/Dasv4 Series Windows
D16a v4,AP Southeast,1238.08,v4,Dav4/Dasv4 Series Windows
D16a v4,EU North,1162.16,v4,Dav4/Dasv4 Series Windows
D16a v4,US East 2,1097.92,v4,Dav4/Dasv4 Series Windows
D16as v4,US East,1097.92,v4,Dav4/Dasv4 Series Windows
D16as v4,EU West,1208.8799999999999,v4,Dav4/Dasv4 Series Windows
D16as v4,US West 2,1097.92,v4,Dav4/Dasv4 Series Windows
D16as v4,AP Southeast,1238.08,v4,Dav4/Dasv4 Series Windows
D16as v4,EU North,1162.16,v4,Dav4/Dasv4 Series Windows
D16as v4,US East 2,1097.92,v4,Dav4/Dasv4 Series Windows
D2a v4,EU North,145.27,v4,Dav4/Dasv4 Series Windows
D2a v4,AP Southeast,154.76,v4,Dav4/Dasv4 Series Windows
D2a v4,US East 2,137.24,v4,Dav4/Dasv4 Series Windows
D2a v4,US West 2,137.24,v4,Dav4/Dasv4 Series Windows
D2a v4,EU West,151.10999999999999,v4,Dav4/Dasv4 Series Windows
D2a v4,US East,137.24,v4,Dav4/Dasv4 Series Windows
D2as v4,EU North,145.27,v4,Dav4/Dasv4 Series Windows
D2as v4,AP Southeast,154.76,v4,Dav4/Dasv4 Series Windows
D2as v4,US East 2,137.24,v4,Dav4/Dasv4 Series Windows
D2as v4,US West 2,137.24,v4,Dav4/Dasv4 Series Windows
D2as v4,EU West,151.10999999999999,v4,Dav4/Dasv4 Series Windows
D2as v4,US East,137.24,v4,Dav4/Dasv4 Series Windows
D32a v4,EU West,2417.7599999999998,v4,Dav4/Dasv4 Series Windows
D32a v4,US East 2,2195.84,v4,Dav4/Dasv4 Series Windows
D32a v4,EU North,2324.32,v4,Dav4/Dasv4 Series Windows
D32a v4,US East,2195.84,v4,Dav4/Dasv4 Series Windows
D32a v4,US West 2,2195.84,v4,Dav4/Dasv4 Series Windows
D32a v4,AP Southeast,2476.16,v4,Dav4/Dasv4 Series Windows
D32as v4,EU West,2417.7599999999998,v4,Dav4/Dasv4 Series Windows
D32as v4,US East 2,2195.84,v4,Dav4/Dasv4 Series Windows
D32as v4,EU North,2324.32,v4,Dav4/Dasv4 Series Windows
D32as v4,US East,2195.84,v4,Dav4/Dasv4 Series Windows
D32as v4,US West 2,2195.84,v4,Dav4/Dasv4 Series Windows
D32as v4,AP Southeast,2476.16,v4,Dav4/Dasv4 Series Windows
D48a v4,US East,3293.7599999999998,v4,Dav4/Dasv4 Series Windows
D48a v4,EU West,3626.64,v4,Dav4/Dasv4 Series Windows
D48a v4,US West 2,3293.7599999999998,v4,Dav4/Dasv4 Series Windows
D48a v4,EU North,3486.48,v4,Dav4/Dasv4 Series Windows
D48a v4,AP Southeast,3714.2400000000002,v4,Dav4/Dasv4 Series Windows
D48a v4,US East 2,3293.7599999999998,v4,Dav4/Dasv4 Series Windows
D48as v4,US East,3293.7599999999998,v4,Dav4/Dasv4 Series Windows
D48as v4,EU West,3626.64,v4,Dav4/Dasv4 Series Windows
D48as v4,US West 2,3293.7599999999998,v4,Dav4/Dasv4 Series Windows
D48as v4,EU North,3486.48,v4,Dav4/Dasv4 Series Windows
D48as v4,AP Southeast,3714.2400000000002,v4,Dav4/Dasv4 Series Windows
D48as v4,US East 2,3293.7599999999998,v4,Dav4/Dasv4 Series Windows
D4a v4,US East,274.48,v4,Dav4/Dasv4 Series Windows
D4a v4,EU North,290.54,v4,Dav4/Dasv4 Series Windows
D4a v4,US East 2,274.48,v4,Dav4/Dasv4 Series Windows
D4a v4,AP Southeast,309.52,v4,Dav4/Dasv4 Series Windows
D4a v4,US West 2,274.48,v4,Dav4/Dasv4 Series Windows
D4a v4,EU West,302.21999999999997,v4,Dav4/Dasv4 Series Windows
D4as v4,US East,274.48,v4,Dav4/Dasv4 Series Windows
D4as v4,EU North,290.54,v4,Dav4/Dasv4 Series Windows
D4as v4,US East 2,274.48,v4,Dav4/Dasv4 Series Windows
D4as v4,AP Southeast,309.52,v4,Dav4/Dasv4 Series Windows
D4as v4,US West 2,274.48,v4,Dav4/Dasv4 Series Windows
D4as v4,EU West,302.21999999999997,v4,Dav4/Dasv4 Series Windows
D64a v4,US East,4391.68,v4,Dav4/Dasv4 Series Windows
D64a v4,AP Southeast,4952.32,v4,Dav4/Dasv4 Series Windows
D64a v4,EU North,4648.64,v4,Dav4/Dasv4 Series Windows
D64a v4,US East 2,4391.68,v4,Dav4/Dasv4 Series Windows
D64a v4,EU West,4835.5199999999995,v4,Dav4/Dasv4 Series Windows
D64a v4,US West 2,4391.68,v4,Dav4/Dasv4 Series Windows
D64as v4,US East,4391.68,v4,Dav4/Dasv4 Series Windows
D64as v4,AP Southeast,4952.32,v4,Dav4/Dasv4 Series Windows
D64as v4,EU North,4648.64,v4,Dav4/Dasv4 Series Windows
D64as v4,US East 2,4391.68,v4,Dav4/Dasv4 Series Windows
D64as v4,EU West,4835.5199999999995,v4,Dav4/Dasv4 Series Windows
D64as v4,US West 2,4391.68,v4,Dav4/Dasv4 Series Windows
D8a v4,AP Southeast,619.04,v4,Dav4/Dasv4 Series Windows
D8a v4,US East,548.96,v4,Dav4/Dasv4 Series Windows
