EffectiveDate,MeterName,MeterSubCategory,MeterRegion,PerHour,PerMonth
31-May-2018,E16 v3/E16s v3,Ev3/ESv3 Series,US East 2,1.064,776.72
10-Jan-2019,NC24,NC Promo Series,AP Southeast,2.325,1697.2500000000002
31-Jul-2017,F2s v2,FSv2 Series Windows,EU West,0.185,135.05
31-May-2018,NC24R,NC Series,US East 2,3.96,2890.8
30-Nov-2019,E4a v4/E4as v4,Eav4/Easv4 Series,EU North,0.282,205.85999999999999
31-Mar-2019,M16s Low Priority,MS Series,AP Southeast,0.692,505.15999999999997
31-Mar-2017,NC6 Low Priority,NC Series,AP Southeast,0.264,192.72
16-Aug-2018,B1ms,BS Series Windows,EU North,0.0262,19.126
31-May-2018,F16/F16s Low Priority,F/FS Series,US East 2,0.159,116.07000000000001
31-Aug-2018,D12 v2/DS12 v2 - Expired,Dv2/DSv2 Promo Series Windows,AP Southeast,0.591,431.42999999999995
31-Aug-2018,D2 v2/DS2 v2 - Expired,Dv2/DSv2 Promo Series Windows,AP East,0.333,243.09
02-Dec-2019,Type 3,Dasv4 Series Dedicated Host,US East 2,5.069,3700.37
31-Aug-2016,NV6,NV Series Windows,US East,1.44,1051.2
17-Aug-2017,F32s v2 Low Priority,FSv2 Series,US East,0.271,197.83
30-Nov-2019,D4a v4/D4as v4,Dav4/Dasv4 Series,US East,0.192,140.16
30-Nov-2019,D32a v4/D32as v4,Dav4/Dasv4 Series Windows,EU North,3.184,2324.32
30-Nov-2019,D48a v4/D48as v4 Low Priority,Dav4/Dasv4 Series Windows,EU West,1.987,1450.51
31-Dec-2018,E64 v3/E64s v3 Low Priority,Ev3/ESv3 Series,US East,0.726,529.98
02-Feb-2017,E16 v3/E16s v3,Ev3/ESv3 Series Windows,EU West,2.016,1471.68
30-Nov-2016,NC24,NC Series,EU North,3.888,2838.24
31-Oct-2013,A0,A Series,US East 2,0.02,14.6
31-May-2018,D11/DS11,D/DS Series,EU North,0.193,140.89000000000001
30-Nov-2019,E16a v4/E16as v4 Low Priority,Eav4/Easv4 Series,EU North,0.226,164.98000000000002
26-Apr-2018,M32ls,MS Series Windows,US East 2,4.345,3171.85
27-Feb-2019,M416s v2,MSv2 Series,US East 2,49.58,36193.4
31-May-2018,D1 v2/DS1 v2,Dv2/DSv2 Series Windows,EU North,0.116,84.68
14-Dec-2017,D64 v3/D64s v3,Dv3/DSv3 Series Windows,US East,6.016,4391.68
10-Jan-2019,H16r,H Promo Series Windows,AP Southeast,1.956,1427.8799999999999
02-Dec-2019,Type 2,DSv3 Series Dedicated Host,AP Southeast,4.745,3463.85
31-Dec-2018,E8 v3/E8s v3 Low Priority,Ev3/ESv3 Series Windows,EU North,0.373,272.29
30-Dec-2019,NV16s v4,NVSv4 Series Windows,US East,0.834,608.8199999999999
31-Dec-2018,E64 v3/E64s v3 Low Priority,Ev3/ESv3 Series,AP Southeast,0.922,673.0600000000001
31-Aug-2018,D5 v2/DS5 v2 - Expired,Dv2/DSv2 Promo Series,EU West,1.087,793.51
30-Apr-2018,NC12s v3,NCSv3 Series Windows,US East,6.856,5004.88
31-Mar-2017,A1 v2 Low Priority,Av2 Series,US East,0.009,6.569999999999999
26-Apr-2018,M32ts,MS Series Windows,US East,4.179,3050.67
31-Jul-2017,F16s v2,FSv2 Series Windows,US East,1.302,950.46
31-Dec-2018,E64 v3/E64s v3 Low Priority,Ev3/ESv3 Series,US East 2,0.726,529.98
31-Jan-2019,L16s v2,LSv2 Series,US East 2,1.248,911.04
26-Apr-2018,M32ms,MS Series,EU North,7.3752,5383.896000000001
30-Nov-2019,E8a v4/E8as v4,Eav4/Easv4 Series Windows,AP Southeast,0.976,712.48
31-May-2015,G1/GS1,G/GS Series Windows,EU West,0.77,562.1
17-Aug-2017,M128s Low Priority,MS Series Windows,EU West,9.825,7172.249999999999
02-Nov-2017,M64s Low Priority,MS Series Windows,AP Southeast,5.046,3683.5800000000004
31-Jul-2019,E4 v3/E4s v3 Low Priority,Ev3/ESv3 Series,AP East,0.0668,48.763999999999996
30-Apr-2017,A3 Low Priority,A Series Windows,US East 2,0.144,105.11999999999999
10-Dec-2018,M16s Low Priority,MS Series,AP East,0.865,631.45
31-Mar-2019,D3/DS3 Low Priority,D/DS Series,US East 2,0.0536,39.128
31-Mar-2017,L4s,LS Series Windows,US East 2,0.546,398.58000000000004
30-Dec-2018,HB60rs,HBS Series,EU North,1.368,998.6400000000001
10-Jan-2019,NC24,NC Promo Series Windows,US East,2.688,1962.24
27-Feb-2019,M208s v2,MSv2 Series Windows,EU West,38.571,28156.829999999998
31-Mar-2017,A2 v2 Low Priority,Av2 Series,AP Southeast,0.019,13.87
30-Nov-2019,E32a v4/E32as v4,Eav4/Easv4 Series Windows,EU North,3.728,2721.44
30-Sep-2015,D4/DS4,D/DS Series Windows,EU West,1.187,866.51
28-Feb-2017,D14 v2/DS14 v2 Low Priority,Dv2/DSv2 Series,US East,0.296,216.07999999999998
30-Nov-2019,E48a v4/E48as v4,Eav4/Easv4 Series,US East,3.024,2207.52
31-May-2018,E32 v3/E32s v3,Ev3/ESv3 Series Windows,US East 2,3.6,2628
27-Feb-2019,M208ms v2,MSv2 Series Windows,EU West,67.574,49329.02
16-Nov-2017,NC24rs v2,NCSv2 Series,EU West,11.804,8616.92
31-Aug-2018,D5 v2/DS5 v2 - Expired,Dv2/DSv2 Promo Series,US East,1.17,854.0999999999999
30-Dec-2018,HC44rs Low Priority,HCS Series Windows,US East 2,1.038,757.74
30-Nov-2016,NC24,NC Series Windows,EU North,4.624,3375.52
26-Apr-2018,M32s Low Priority,MS Series,US East 2,0.667,486.91
31-May-2018,D13/DS13,D/DS Series Windows,EU North,0.972,709.56
31-Mar-2019,M32ts,MS Series,EU West,3.248,2371.04
30-Dec-2019,NV16s v4 Low Priority,NVSv4 Series Windows,US East,0.334,243.82000000000002
31-May-2018,E16 v3/E16s v3 Low Priority,Ev3/ESv3 Series Windows,US East 2,0.72,525.6
26-Apr-2018,M8ms,MS Series,AP Southeast,2.2279,1626.367
30-Dec-2019,NV8s v4 Low Priority,NVSv4 Series Windows,US East,0.167,121.91000000000001
24-Jan-2019,L8s v2 Low Priority,LSv2 Series,EU North,0.138,100.74000000000001
08-May-2019,E48 v3/E48s v3 Low Priority,Ev3/ESv3 Series Windows,EU North,2.237,1633.01
31-Aug-2018,D4 v2/DS4 v2 - Expired,Dv2/DSv2 Promo Series Windows,EU North,0.929,678.1700000000001
30-Nov-2019,D64a v4/D64as v4,Dav4/Dasv4 Series,US East,3.072,2242.56
30-Nov-2019,E32a v4/E32as v4,Eav4/Easv4 Series,EU North,2.256,1646.8799999999999
02-Nov-2017,D64 v3/D64s v3 Low Priority,Dv3/DSv3 Series,EU West,0.768,560.64
18-May-2017,M64s,MS Series,EU West,9.337,6816.01
28-Feb-2019,F4s v2 Low Priority,FSv2 Series,US East 2,0.0338,24.673999999999996
28-Feb-2019,F2s v2,FSv2 Series,US East,0.0846,61.757999999999996
30-Nov-2017,A0 Low Priority,A Series Basic Windows,US East,0.0072,5.256
10-May-2018,E20 v3/E20s v3,Ev3/ESv3 Series Windows,EU West,2.52,1839.6
27-Feb-2019,M208s v2,MSv2 Series Windows,EU North,36.34,26528.2
31-Mar-2017,A8 v2 Low Priority,Av2 Series Windows,AP East,0.28,204.4
31-Mar-2017,NV12 Low Priority,NV Series Windows,AP Southeast,1.492,1089.16
31-May-2018,D13/DS13 Low Priority,D/DS Series,US East,0.154,112.42
31-Mar-2017,A4m v2 Low Priority,Av2 Series Windows,EU West,0.158,115.34
30-Dec-2018,HC44rs,HCS Series,US East 2,1.584,1156.3200000000002
31-May-2018,NC12s v2 Low Priority,NCSv2 Series Windows,US East,1.994,1455.62
30-Apr-2019,NC24s v3 Low Priority,NCSv3 Series,EU West,3.058,2232.3399999999997
30-Nov-2019,D4a v4/D4as v4 Low Priority,Dav4/Dasv4 Series Windows,US East 2,0.15,109.5
14-Nov-2018,L80s v2,LSv2 Series,AP Southeast,7.48,5460.400000000001
31-Mar-2017,NC6 Low Priority,NC Series Windows,US East,0.434,316.82
09-Aug-2018,M16s,MS Series,AP East,4.3265,3158.3450000000003
02-Nov-2017,F16/F16s Low Priority,F/FS Series,EU West,0.182,132.85999999999999
31-Mar-2017,NC24 Low Priority,NC Series Windows,AP Southeast,2.49,1817.7
31-Aug-2016,D13 v2/DS13 v2,Dv2/DSv2 Series,AP Southeast,0.765,558.45
02-Nov-2017,F2/F2s Low Priority,F/FS Series,AP Southeast,0.023,16.79
14-Nov-2018,L80s v2 Low Priority,LSv2 Series Windows,US East,3.968,2896.64
31-Mar-2017,E8 v3/E8s v3 Low Priority,Ev3/ESv3 Series,AP Southeast,0.128,93.44
07-Apr-2019,M208ms v2,MSv2 Series,AP Southeast,58.006,42344.38
31-Dec-2014,A4,A Series Basic,EU North,0.376,274.48
09-Oct-2019,E96a v4/E96as v4,Eav4/Easv4 Series Windows,AP Southeast,11.712,8549.76
30-Sep-2015,D2/DS2,D/DS Series Windows,EU North,0.258,188.34
31-May-2018,D13/DS13,D/DS Series,US East 2,0.694,506.61999999999995
31-Mar-2019,D3 v2/DS3 v2 Low Priority,Dv2/DSv2 Series Windows,EU West,0.213,155.49
08-May-2019,L48s v2 Low Priority,LSv2 Series Windows,EU West,2.669,1948.3700000000001
30-Nov-2019,E8a v4/E8as v4,Eav4/Easv4 Series,US East 2,0.504,367.92
31-Jan-2019,L8s v2,LSv2 Series Windows,AP Southeast,1.116,814.6800000000001
03-Feb-2017,A1,A Series Basic,AP Southeast,0.03,21.9
30-Nov-2017,A2 Low Priority,A Series Basic Windows,EU North,0.0452,32.995999999999995
30-Nov-2019,E20a v4/E20as v4 Low Priority,Eav4/Easv4 Series,EU North,0.282,205.85999999999999
10-Jan-2019,H16m,H Promo Series,US East,1.454,1061.42
31-Aug-2018,D3 v2/DS3 v2 - Expired,Dv2/DSv2 Promo Series,EU North,0.263,191.99
28-Feb-2019,F4/F4s Low Priority,F/FS Series,AP East,0.0578,42.193999999999996
30-Nov-2019,D2a v4/D2as v4 Low Priority,Dav4/Dasv4 Series Windows,EU West,0.0828,60.443999999999996
31-Aug-2015,A11,A Series,EU West,1.794,1309.6200000000001
31-Oct-2018,B2s,BS Series Windows,AP Southeast,0.0608,44.384
08-May-2019,F48s v2,FSv2 Series,US East 2,2.03,1481.8999999999999
10-Jan-2019,H16,H Promo Series Windows,AP Southeast,1.845,1346.85
17-Aug-2017,M128s Low Priority,MS Series,EU North,3.201,2336.73
02-Nov-2017,F16/F16s Low Priority,F/FS Series Windows,US East,0.613,447.49
02-Nov-2017,D8 v3/D8s v3 Low Priority,Dv3/DSv3 Series Windows,AP Southeast,0.347,253.30999999999997
30-Dec-2019,NV32s v4 Low Priority,NVSv4 Series Windows,US East,0.667,486.91
26-Apr-2018,M64ls Low Priority,MS Series,US East 2,1.083,790.5899999999999
30-Apr-2017,D1/DS1 Low Priority,D/DS Series Windows,US East,0.056,40.88
18-Sep-2017,NV12,NV Series Windows,US East 2,2.822,2060.06
26-Apr-2018,M16ms Low Priority,MS Series,EU North,0.7375,538.375
31-Mar-2019,D12 v2/DS12 v2 Low Priority,Dv2/DSv2 Series Windows,EU West,0.223,162.79
09-Aug-2018,M128s,MS Series Windows,AP East,31.5375,23022.375
30-Apr-2014,A7,A Series Windows,US East,1.32,963.6
31-Jan-2016,D13 v2/DS13 v2,Dv2/DSv2 Series,US East,0.741,540.93
31-Jul-2018,NC24s v3 Low Priority,NCSv3 Series,US East 2,2.448,1787.04
09-Oct-2019,ND40rs v2 Low Priority,NDrSv2 Series,EU West,5.505,4018.65
17-Aug-2017,A0 Low Priority,A Series Basic,AP East,0.004,2.92
30-Nov-2017,A1 Low Priority,A Series Basic,AP East,0.0076,5.548
17-Aug-2017,A0 Low Priority,A Series Basic,EU West,0.004,2.92
31-Oct-2018,B8ms,BS Series Windows,US East 2,0.365,266.45
14-Dec-2017,D8 v3/D8s v3,Dv3/DSv3 Series,US East,0.384,280.32
31-Aug-2018,D4 v2/DS4 v2 - Expired,Dv2/DSv2 Promo Series Windows,AP Southeast,1.159,846.07
08-May-2019,L48s v2 Low Priority,LSv2 Series Windows,AP Southeast,2.678,1954.94
31-Mar-2017,NC6 Low Priority,NC Series Windows,EU West,0.555,405.15000000000003
31-Aug-2016,A2,A Series Basic Windows,EU North,0.113,82.49000000000001
09-Aug-2018,ND40s v2,NDSv2 Series,AP Southeast,23.366,17057.18
31-May-2018,E8 v3/E8s v3,Ev3/ESv3 Series Windows,US East 2,0.9,657
31-Mar-2019,NV6 Low Priority,NV Series Windows,AP Southeast,0.746,544.58
08-May-2019,F48s v2,FSv2 Series,EU West,2.328,1699.4399999999998
19-Oct-2017,L8s v2 Low Priority,LSv2 Series,EU West,0.149,108.77
30-Sep-2015,D3/DS3,D/DS Series Windows,US East 2,0.52,379.6
31-Aug-2018,D11 v2/DS11 v2 - Expired,Dv2/DSv2 Promo Series Windows,US East 2,0.243,177.39
10-Feb-2014,A0,A Series Basic Windows,AP Southeast,0.018,13.139999999999999
30-Apr-2014,A7,A Series,EU North,0.992,724.16
28-Feb-2019,D12/DS12 Low Priority,D/DS Series Windows,EU North,0.194,141.62
31-Mar-2019,M16s Low Priority,MS Series Windows,US East,1.249,911.7700000000001
31-Aug-2018,D5 v2/DS5 v2 - Expired,Dv2/DSv2 Promo Series Windows,EU West,2.131,1555.6299999999999
31-Oct-2016,A2m v2,Av2 Series,US East 2,0.119,86.86999999999999
30-Nov-2019,E64a v4/E64as v4 Low Priority,Eav4/Easv4 Series Windows,AP Southeast,3.123,2279.79
31-Mar-2017,H16r Low Priority,H Series,EU North,0.427,311.71
30-Nov-2019,D4a v4/D4as v4 Low Priority,Dav4/Dasv4 Series Windows,US East,0.15,109.5
31-Oct-2018,B4ms,BS Series,AP Southeast,0.211,154.03
30-Nov-2019,E20a v4/E20as v4,Eav4/Easv4 Series Windows,EU North,2.33,1700.9
31-Aug-2016,NV24,NV Series Windows,EU North,5.83,4255.9
31-Mar-2019,D3 v2/DS3 v2 Low Priority,Dv2/DSv2 Series,EU North,0.0527,38.471
30-Nov-2017,M128ms Low Priority,MS Series,US East 2,5.3376,3896.448
30-Sep-2015,D2/DS2,D/DS Series,EU West,0.168,122.64
24-Jan-2019,L16s v2 Low Priority,LSv2 Series,EU North,0.275,200.75000000000003
31-Mar-2017,NC24r Low Priority,NC Series Windows,EU West,2.442,1782.66
31-May-2018,F8s v2,FSv2 Series,US East 2,0.338,246.74
31-Dec-2018,E64 v3/E64s v3,Ev3/ESv3 Series,US East 2,3.629,2649.17
31-Aug-2018,D12 v2/DS12 v2 - Expired,Dv2/DSv2 Promo Series,AP East,0.459,335.07
27-Feb-2019,M416ms v2,MSv2 Series Windows,US East 2,118.29,86351.70000000001
26-Apr-2018,M16ms Low Priority,MS Series,AP Southeast,0.8912,650.576
31-Oct-2018,F4s v2 Low Priority,FSv2 Series Windows,EU North,0.15,109.5
30-Nov-2019,D4a v4/D4as v4 Low Priority,Dav4/Dasv4 Series Windows,EU North,0.159,116.07000000000001
31-May-2018,D12/DS12 Low Priority,D/DS Series,US East 2,0.069,50.370000000000005
30-Nov-2019,D4a v4/D4as v4 Low Priority,Dav4/Dasv4 Series Windows,AP Southeast,0.17,124.10000000000001
31-Jul-2019,D16 v3/D16s v3,Dv3/DSv3 Series,AP East,1.056,770.88
31-Jul-2019,NV6,NV Series Windows,EU West,1.595,1164.35
30-Apr-2017,A4 Low Priority,A Series Windows,AP East,0.288,210.23999999999998
31-Oct-2013,A1,A Series,US East,0.06,43.8
31-Jan-2016,D1 v2/DS1 v2,Dv2/DSv2 Series,US East,0.073,53.29
13-Feb-2018,F32s v2,FSv2 Series Windows,EU North,3.008,2195.84
30-Nov-2016,NC6,NC Series,US East,0.9,657
30-Nov-2019,E2a v4/E2as v4,Eav4/Easv4 Series,EU North,0.141,102.92999999999999
28-Feb-2019,D12/DS12 Low Priority,D/DS Series Windows,AP East,0.281,205.13000000000002
10-May-2018,E20 v3/E20s v3,Ev3/ESv3 Series,EU West,1.6,1168
03-Feb-2017,F16/F16s,F/FS Series Windows,US East,1.532,1118.3600000000001
31-Aug-2018,D5 v2/DS5 v2 - Expired,Dv2/DSv2 Promo Series,AP East,1.714,1251.22
28-Feb-2017,D14 v2/DS14 v2 Low Priority,Dv2/DSv2 Series,AP East,0.367,267.90999999999997
28-Feb-2017,D11/DS11 Low Priority,D/DS Series,AP Southeast,0.042,30.66
09-Aug-2019,NV12s v3 Low Priority,NVSv3 Series Windows,AP Southeast,0.857,625.61
30-Nov-2019,E16a v4/E16as v4 Low Priority,Eav4/Easv4 Series,US East 2,0.202,147.46
30-Apr-2017,A2 Low Priority,A Series Windows,US East 2,0.072,52.559999999999995
17-Aug-2017,F16s v2 Low Priority,FSv2 Series Windows,EU West,0.592,432.15999999999997
31-May-2018,D1 v2/DS1 v2,Dv2/DSv2 Series Windows,US East 2,0.117,85.41000000000001
26-Apr-2018,M32ls,MS Series,US East,2.873,2097.29
28-Feb-2017,A1 Low Priority,A Series,US East,0.012,8.76
30-Nov-2016,NC6,NC Series Windows,EU West,1.387,1012.51
30-Apr-2019,NC24rs v3,NCSv3 Series,AP Southeast,18.63,13599.9
31-May-2018,E4 v3/E4s v3 Low Priority,Ev3/ESv3 Series Windows,US East 2,0.18,131.4
10-Jan-2019,NC24r,NC Promo Series,US East,1.742,1271.66
31-Oct-2018,B1s,BS Series Windows,EU West,0.016,11.68
30-Nov-2016,NC24,NC Series,US East,3.6,2628
31-Oct-2018,B2ms,BS Series Windows,US East 2,0.0912,66.57600000000001
02-Nov-2017,D16 v3/D16s v3 Low Priority,Dv3/DSv3 Series,AP Southeast,0.2,146
28-Feb-2019,F2/F2s Low Priority,F/FS Series,EU North,0.0226,16.497999999999998
31-Mar-2017,NC24 Low Priority,NC Series Windows,US East,1.734,1265.82
31-Jul-2018,NC24s v3 Low Priority,NCSv3 Series,US East,2.448,1787.04
08-May-2019,F48s v2,FSv2 Series,EU North,2.304,1681.9199999999998
31-Aug-2018,D13 v2/DS13 v2 - Expired,Dv2/DSv2 Promo Series Windows,EU North,0.972,709.56
31-May-2018,M64ms Low Priority,MS Series Windows,US East 2,5.856,4274.88
30-Dec-2018,HB60rs Low Priority,HBS Series,EU North,0.274,200.02
08-May-2019,D48 v3/D48s v3 Low Priority,Dv3/DSv3 Series,EU North,0.514,375.22
31-Jan-2019,L8s v2 Low Priority,LSv2 Series,US East 2,0.125,91.25
29-Feb-2020,HC44rs,HCS Series,AP Southeast,4.118,3006.1400000000003
31-Mar-2019,D1/DS1 Low Priority,D/DS Series Windows,EU North,0.0516,37.668
26-Apr-2018,M16ms,MS Series Windows,US East,4.2138,3076.074
30-Jun-2019,PB24s,PB Series,US East,3.32,2423.6
30-Nov-2019,E64a v4/E64as v4 Low Priority,Eav4/Easv4 Series,US East,0.806,588.38
31-Mar-2017,A4m v2 Low Priority,Av2 Series Windows,US East,0.144,105.11999999999999
31-Mar-2017,A4m v2 Low Priority,Av2 Series,US East 2,0.05,36.5
31-Oct-2016,A2m v2,Av2 Series Windows,US East,0.18,131.4
31-May-2018,NC24s v2 Low Priority,NCSv2 Series Windows,US East,3.989,2911.97
09-Oct-2019,D96a v4/D96as v4,Dav4/Dasv4 Series Windows,EU North,9.552,6972.96
10-May-2018,E20 v3/E20s v3,Ev3/ESv3 Series,AP Southeast,1.6,1168
30-Nov-2019,E8a v4/E8as v4 Low Priority,Eav4/Easv4 Series Windows,EU North,0.373,272.29
31-Jan-2019,L16s v2 Low Priority,LSv2 Series Windows,US East 2,0.794,579.62
31-May-2018,D11/DS11 Low Priority,D/DS Series Windows,US East,0.106,77.38
30-Nov-2019,E32a v4/E32as v4,Eav4/Easv4 Series Windows,AP Southeast,3.904,2849.92
31-Jul-2017,F2s v2,FSv2 Series Windows,AP Southeast,0.176,128.48
10-Dec-2018,M32s Low Priority,MS Series Windows,AP East,3.154,2302.42
02-Dec-2019,Type 2,MSv2 Series Dedicated Host,EU North,65.446,47775.58
31-Oct-2016,A4 v2,Av2 Series Windows,US East 2,0.286,208.77999999999997
16-Jun-2017,D8 v3/D8s v3,Dv3/DSv3 Series Windows,AP Southeast,0.868,633.64
09-Oct-2019,D96a v4/D96as v4,Dav4/Dasv4 Series,US East,4.608,3363.8399999999997
31-Mar-2019,M16s Low Priority,MS Series Windows,EU West,1.631,1190.63
28-Feb-2017,D4 v2/DS4 v2 Low Priority,Dv2/DSv2 Series,AP Southeast,0.126,91.98
30-Apr-2017,A1 Low Priority,A Series Windows,EU North,0.036,26.279999999999998
30-Nov-2019,D8a v4/D8as v4 Low Priority,Dav4/Dasv4 Series,EU West,0.092,67.16
08-May-2019,D48 v3/D48s v3,Dv3/DSv3 Series,US East 2,2.304,1681.9199999999998
26-Apr-2018,M32ls,MS Series,EU West,3.4476,2516.748
31-Oct-2017,NV6,NV Series,US East,1.14,832.1999999999999
31-Aug-2018,D14 v2/DS14 v2 - Expired,Dv2/DSv2 Promo Series Windows,EU North,1.944,1419.12
30-Apr-2018,NC24rs v3,NCSv3 Series,US East,13.464,9828.720000000001
16-Aug-2018,B1s,BS Series,EU North,0.0113,8.248999999999999
14-Dec-2017,D8 v3/D8s v3,Dv3/DSv3 Series Windows,EU North,0.796,581.08
31-Mar-2019,D2/DS2 Low Priority,D/DS Series,US East 2,0.0268,19.564
26-Apr-2018,M64ls,MS Series,EU West,6.498,4743.54
30-Nov-2019,E8a v4/E8as v4 Low Priority,Eav4/Easv4 Series,US East,0.101,73.73
28-Feb-2017,A9 Low Priority,A Series,EU West,0.449,327.77
31-Mar-2017,A8m v2 Low Priority,Av2 Series,AP Southeast,0.118,86.14
28-Feb-2017,A2 Low Priority,A Series,AP Southeast,0.024,17.52
31-May-2018,D1 v2/DS1 v2,Dv2/DSv2 Series Windows,EU West,0.133,97.09
27-Feb-2019,M208s v2,MSv2 Series,US East 2,22.31,16286.3
10-Jan-2019,NC6,NC Promo Series,US East,0.396,289.08000000000004
02-Nov-2017,L8s Low Priority,LS Series,US East 2,0.137,100.01
29-Jan-2018,ND6s Low Priority,NDS Series,AP Southeast,0.6076,443.548
30-Jun-2019,HC44rs,HCS Series,US East,3.168,2312.6400000000003
31-Aug-2018,D4 v2/DS4 v2 - Expired,Dv2/DSv2 Promo Series,EU West,0.544,397.12
14-Dec-2017,D64 v3/D64s v3,Dv3/DSv3 Series,EU North,3.424,2499.52
30-Nov-2016,NC12,NC Series,US East,1.8,1314
30-Apr-2019,NC6s v3 Low Priority,NCSv3 Series Windows,AP Southeast,1.804,1316.92
10-Jan-2019,H8,H Promo Series,AP Southeast,0.555,405.15000000000003
31-May-2018,D11/DS11,D/DS Series Windows,EU North,0.243,177.39
02-Nov-2017,M64s Low Priority,MS Series Windows,US East,3.845,2806.8500000000004
10-Jan-2019,Dsv3 Type1,DSv3 Series Dedicated Host,US East,3.38,2467.4
03-May-2016,H16r,H Series Windows,EU West,3.752,2738.96
26-Apr-2018,M16ms,MS Series,US East 2,3.073,2243.29
31-Mar-2019,D3 v2/DS3 v2 Low Priority,Dv2/DSv2 Series,US East,0.0585,42.705000000000005
27-Feb-2019,M416ms v2 Low Priority,MSv2 Series Windows,US East,47.314,34539.22
31-Jan-2019,L16s v2,LSv2 Series Windows,AP Southeast,2.232,1629.3600000000001
31-Mar-2017,H16mr Low Priority,H Series Windows,US East,2.068,1509.64
31-May-2018,D11/DS11,D/DS Series Windows,US East 2,0.243,177.39
28-Feb-2019,D12 v2/DS12 v2 Low Priority,Dv2/DSv2 Series Windows,AP East,0.281,205.13000000000002
30-Nov-2019,E20a v4/E20as v4 Low Priority,Eav4/Easv4 Series,AP Southeast,0.304,221.92
08-May-2019,D48 v3/D48s v3,Dv3/DSv3 Series Windows,EU West,5.088,3714.2400000000002
26-Apr-2018,M32s Low Priority,MS Series,EU West,0.9338,681.674
31-Dec-2014,A4,A Series Basic Windows,AP East,0.696,508.08
28-Feb-2017,A7 Low Priority,A Series,EU West,0.216,157.68
31-Mar-2019,NV24 Low Priority,NV Series Windows,US East,2.304,1681.9199999999998
07-Apr-2019,M416ms v2,MSv2 Series,AP Southeast,128.9,94097
09-Aug-2019,NV48s v3 Low Priority,NVSv3 Series Windows,AP Southeast,3.428,2502.44
31-May-2018,NC12 Low Priority,NC Series Windows,US East 2,0.867,632.91
28-Feb-2017,A6 Low Priority,A Series,EU North,0.099,72.27000000000001
10-Jan-2019,NC24,NC Promo Series Windows,EU West,3.163,2308.99
31-Aug-2018,D2 v2/DS2 v2 - Expired,Dv2/DSv2 Promo Series,AP Southeast,0.158,115.34
03-May-2016,H16,H Series,EU North,1.941,1416.93
31-Aug-2018,D4 v2/DS4 v2 - Expired,Dv2/DSv2 Promo Series,AP Southeast,0.631,460.63
31-Dec-2018,E64i v3/E64is v3 Low Priority,Ev3/ESv3 Series,EU West,0.875,638.75
30-Apr-2017,A2 Low Priority,A Series Windows,US East,0.072,52.559999999999995
10-Jan-2019,H16,H Promo Series,EU West,1.241,905.9300000000001
31-Aug-2018,D3 v2/DS3 v2 - Expired,Dv2/DSv2 Promo Series Windows,EU North,0.465,339.45000000000005
30-Nov-2016,NC12,NC Series Windows,AP Southeast,3.113,2272.49
30-Jun-2019,PB12s,PB Series Windows,AP Southeast,2.876,2099.48
08-May-2019,E48 v3/E48s v3 Low Priority,Ev3/ESv3 Series Windows,EU West,2.342,1709.66
31-Mar-2017,A8m v2 Low Priority,Av2 Series Windows,EU North,0.37,270.1
29-Sep-2019,NV32s v4 Low Priority,NVSv4 Series,EU West,0.233,170.09
31-Dec-2014,A3,A Series Basic Windows,EU North,0.3,219
31-Jan-2019,L16s v2,LSv2 Series Windows,EU West,2.224,1623.5200000000002
31-Aug-2018,D2 v2/DS2 v2 - Expired,Dv2/DSv2 Promo Series Windows,EU West,0.266,194.18
31-May-2015,G3/GS3,G/GS Series,AP Southeast,2.64,1927.2
31-Aug-2018,D3 v2/DS3 v2 - Expired,Dv2/DSv2 Promo Series Windows,US East 2,0.468,341.64000000000004
31-May-2018,D2 v3/D2s v3 Low Priority,Dv3/DSv3 Series Windows,US East,0.075,54.75
31-Oct-2016,A2 v2,Av2 Series,EU West,0.087,63.51
10-Jan-2019,NC12,NC Promo Series,US East,0.792,578.1600000000001
18-Sep-2017,NV6,NV Series,US East 2,1.202,877.4599999999999
30-Nov-2019,D16a v4/D16as v4,Dav4/Dasv4 Series Windows,AP Southeast,1.696,1238.08
02-Nov-2017,L8s Low Priority,LS Series,EU West,0.149,108.77
30-Nov-2019,E2a v4/E2as v4 Low Priority,Eav4/Easv4 Series,EU North,0.0282,20.586
31-Oct-2016,A1 v2,Av2 Series Windows,AP Southeast,0.068,49.64
10-Dec-2018,M64ms Low Priority,MS Series Windows,AP East,9.777,7137.209999999999
09-Jun-2019,D15i v2/DS15i v2,Dv2/DSv2 Series Windows,EU West,2.785,2033.0500000000002
02-Nov-2017,D8 v3/D8s v3 Low Priority,Dv3/DSv3 Series Windows,EU West,0.339,247.47000000000003
10-Jan-2019,NC6,NC Promo Series Windows,EU West,0.791,577.4300000000001
28-Feb-2019,D11/DS11 Low Priority,D/DS Series Windows,AP Southeast,0.122,89.06
31-Aug-2016,A2,A Series Basic,EU West,0.078,56.94
31-Aug-2015,A8,A Series Windows,US East,1.466,1070.18
31-Jul-2019,D4 v3/D4s v3,Dv3/DSv3 Series,AP East,0.264,192.72
31-May-2018,D13 v2/DS13 v2 Low Priority,Dv2/DSv2 Series Windows,US East 2,0.389,283.97
13-Feb-2018,F2s v2,FSv2 Series Windows,EU North,0.188,137.24
30-Dec-2019,NV4s v4 Low Priority,NVSv4 Series Windows,US East,0.0834,60.882
